time,ch1,ch2,ch3,ch4,label
0.0,-18.94462631387344,22.45986620650175,-9.212810264530209,-18.03305847836371,calm
0.00390625,-15.27451464952933,21.31701760144883,-1.9493163901497055,-25.962271825582857,calm
0.0078125,-24.43936604844905,23.19016977814329,4.383933318121143,-20.82231713944625,calm
0.01171875,-33.59288851642812,35.97847585018997,-3.1441936850001326,-15.680960496801374,calm
0.015625,-25.50173257821756,30.615709167027894,13.469255846674306,-15.443180650430484,calm
0.01953125,-14.490190282132383,28.892226875101258,-8.163434194622766,-6.242853820747179,calm
0.0234375,-13.757920770431333,21.983093264924342,13.255879645254382,-10.210799455266496,calm
0.02734375,-23.44728582448908,19.68411494220226,20.213615651450436,-3.776661396147661,calm
0.03125,-20.35728328844359,-9.062369134539596,41.0781662370943,27.27824759653263,calm
0.03515625,-4.300987795124724,-3.3025833410346426,31.777547057636433,24.436507744472163,calm
0.0390625,11.789977634008665,-7.894708227331273,37.32159211829207,4.343248292372245,calm
0.04296875,-3.6875234797046588,-9.537026652341819,37.05971755387536,36.52370928234471,calm
0.046875,23.476124614142563,-18.07036267266029,20.38259424576348,18.166899075671466,calm
0.05078125,16.778054789597004,-18.38803723019717,7.645728294304213,30.206688846755377,calm
0.0546875,22.953533898507995,-0.46275376384279276,30.77877296184814,28.204876177125858,calm
0.05859375,23.729954192597845,-24.08198434749051,-1.3439689492804225,29.17281077710549,calm
0.0625,23.428713146613937,-18.290397860691044,-16.153589388909104,23.585079864588227,calm
0.06640625,27.41425335833641,-15.548610650538128,-13.974522397988068,3.2739502090358634,calm
0.0703125,30.393894983669277,-28.045624491535243,-32.65321889793019,-19.429626829662936,calm
0.07421875,15.758280384846659,-39.907341048284806,-16.42301083158838,-9.471220843212695,calm
0.078125,28.306500000303725,-17.13241709484702,-2.493986251039832,-17.308014972476855,calm
0.08203125,5.91588815168748,-9.255635287680995,-43.013420210945156,-22.349029375179228,calm
0.0859375,13.915316203763531,-8.993798520245251,-39.89640709955331,-23.49058505930285,calm
0.08984375,16.676473748909693,-6.280061113884225,-15.447856376873094,5.39847158672924,calm
0.09375,4.831436214806087,-3.550099341937125,-31.2395567364326,-24.195929545811207,calm
0.09765625,-8.440894672737683,1.409370738235979,-17.555426420022012,-10.527710888456202,calm
0.1015625,-16.085263999753785,6.095355535702097,-30.642920217423576,-23.679109648705328,calm
0.10546875,-17.748206977541493,12.429653895484288,-23.0259762913813,-19.295768505015218,calm
0.109375,-16.92949377779988,24.464673483988726,-13.092035010211639,-23.032373151389482,calm
0.11328125,-33.95737793163029,11.065969717560021,-6.155263516878398,-23.789358993031012,calm
0.1171875,-28.64918327956038,25.795473553851586,-21.174875409453435,-17.798340193379534,calm
0.12109375,-28.277973862448068,14.869691259500751,4.6587875852794305,-20.907332277316016,calm
0.125,-18.703640305423775,28.62372841012489,3.0916236776661963,-14.285877419362864,calm
0.12890625,-17.005897637786227,-19.681637672290954,1.3946242302503613,-12.250747545549086,calm
0.1328125,-8.972981507893842,9.238284429949632,12.23889861171797,-7.843026895941899,calm
0.13671875,-11.763994140899749,3.2279174516799207,29.31533457343672,8.899581722536904,calm
0.140625,0.3827536343567146,-10.051110124542717,26.352655096473665,0.7904546055655413,calm
0.14453125,15.080608203932158,-19.224918290084947,28.562639760865352,16.850417926294387,calm
0.1484375,25.749624889539863,8.556073936364152,-0.3625334355915193,28.28020039622102,calm
0.15234375,-0.4245796151552472,-2.1257067545735815,8.1321853417758,19.007897982921364,calm
0.15625,26.62097091003759,-10.80911508280253,14.914845742198896,9.766015972114538,calm
0.16015625,22.75797386670946,-16.503696180416085,17.570469459798165,-11.967077675458107,calm
0.1640625,14.167918050623333,4.885452038481787,9.697850294349617,7.1481123386341325,calm
0.16796875,6.043594475387872,-13.248087716472075,-9.32296758560398,9.909757400708113,calm
0.171875,-2.1192434795550517,-20.204986052145138,-5.497299719812963,-3.555658221027896,calm
0.17578125,14.096567823513741,-3.759410989746873,-10.434192385255685,-3.358978583236894,calm
0.1796875,18.452302464368117,-7.014401822530551,-3.789985873106806,-0.46245269638319497,calm
0.18359375,16.701791515938464,-0.9482417166786444,-0.42816908870089154,-5.691250673882683,calm
0.1875,11.661821398326172,-13.231001461181508,3.238637627860741,-1.0739133613326732,calm
0.19140625,1.373326733625706,18.210959959029417,-7.336956101577984,-0.7803486980977223,calm
0.1953125,-15.901661896976155,20.371000477831508,5.844745792379044,1.7438216634179522,calm
0.19921875,-6.470350064906468,17.228698049476883,0.7385707956415146,-22.652069352280314,calm
0.203125,-3.193377562250201,7.808129202326853,8.120192426362875,-13.782552832740881,calm
0.20703125,-26.117061250200123,26.933585781697087,-21.999431189901212,-8.854703744131928,calm
0.2109375,-12.11429225508176,20.811106610056804,-5.060870192838008,-19.054270898759196,calm
0.21484375,-13.137499275846174,17.978796658230603,-23.193807648072454,3.298223907612172,calm
0.21875,-9.72642276472272,11.011097186431972,-8.785756499205988,-0.2951905536190029,calm
0.22265625,-25.326127321099545,19.15510990278679,8.148630539723323,-2.6652477506646415,calm
0.2265625,-14.541290106054923,-4.9171624134420835,-4.667455390759315,-2.667410532720644,calm
0.23046875,-4.900104282749254,3.089557784648856,7.24066991560969,9.25485624543224,calm
0.234375,-3.901556125015273,-6.639531481409334,15.730459461810607,-0.12059944389113042,calm
